ma_tin,tieu_de,loai_hinh,gia,dien_tich,so_phong_ngu,so_tang,huong_nha,tinh_thanh,quan_huyen,phuong_xa,tinh_trang_phap_ly,ngay_dang,ten_moi_gioi_san,nguon,khu_vuc,dia_diem,mo_ta,nguoi_dang,thoi_gian_dang,so_phong,url
45932347,Kim Ngân Grand Marina - Bán căn 2PN - 93m2 giá 39.5tỷ căn góc trực diện sông Saigon tòa SEA,can_ho_chung_cu,39.5tỷ,93 m²,2,,,,Quận 1 (P. Sài Gòn mới),P. Sài Gòn mới,,15/09/2026,,batdongsan.com.vn,Quận 1 (P. Sài Gòn mới),,"Kim Ngân Grand Marina - Bán căn 2PN - 93m2 giá 39.5tỷ căn góc trực diện sông Saigon tòa SEA 39,5 tỷ · 93 m² Quận 1 (P. Sài Gòn mới) Đăng hôm qua",,15/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-grand-marina-saigon/kim-ngan-ban-2pn-93m-gia-44-ty-goc-truc-dien-song-toa-sea-pr45932347
38973607,"Cần bán căn 3PN (106,4m2) nội thất cao cấp-Thiết bị smart home-Sẵn sổ hồng tại Hà Đô. Sơn Minh Land",can_ho_chung_cu,"14,2 tỷ","106,4 m²",3,,,,Quận 10 (P. Hòa Hưng mới),P. Hòa Hưng mới,sổ hồng,14/09/2026,,batdongsan.com.vn,Quận 10 (P. Hòa Hưng mới),,"Cần bán căn 3PN (106,4m2) nội thất cao cấp-Thiết bị smart home-Sẵn sổ hồng tại Hà Đô. Sơn Minh Land 14,2 tỷ · 106,4 m² Quận 10 (P. Hòa Hưng mới) Đăng 2 ngày trước",,14/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-3-2-2-phuong-12-5-hado-centrosa-garden/ha-gia-ban-gap-goc-2pn-107m2-gia-chi-8-2-ty-nha-it-o-view-boi-tai-ha-do-q10-lh-pr38973607
41244101,"Hàng gửi bán The Privia giá tốt: 51m2/1PN + 3,4 tỷ (47m2 TT) (đã có sổ hồng, dọn vào ở ngay)",can_ho_chung_cu,"3,4 tỷ",51 m²,1,,,,,P. An Lạc mới,sổ hồng,14/09/2026,,batdongsan.com.vn,,,"Hàng gửi bán The Privia giá tốt: 51m2/1PN + 3,4 tỷ (47m2 TT) (đã có sổ hồng, dọn vào ở ngay) 3,4 tỷ · 51 m² Q. Bình Tân (P. An Lạc mới) Đăng 2 ngày trước",,14/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-an-duong-vuong-phuong-an-lac-6-the-privia/ban-ch-kd-gia-tot-tro-vay-xem-nha-24-24-51m2-1pn-2-79-ty-68m2-3-67-ty-pr41244101
41837263,Bảng giá giỏ hàng Vinhomes Central Park tốt: 1PN 6.5 tỷ - 2PN từ 8 tỷ - 3PN từ 13.5 tỷ - 4PN 19 tỷ,can_ho_chung_cu,6.5 tỷ,120 m²,1,,Tây,,,P. Thạnh Mỹ Tây mới,,16/09/2026,Trần Trí Dũng,batdongsan.com.vn,,,"Bảng giá giỏ hàng Vinhomes Central Park tốt: 1PN 6.5 tỷ - 2PN từ 8 tỷ - 3PN từ 13.5 tỷ - 4PN 19 tỷ 16 tỷ · 120 m² · 133,33 tr/m² · 3 · 2 · Q. Bình Thạnh (P. Thạnh Mỹ Tây mới) Kính gửi quý khách hàng danh sách các căn hộ đang rao bán tại Vinhomes Central Park:* Căn 1 phòng ngủ. - DT 50m² - Full NT. Giá 6,5 tỷ.* Căn 2 phòng ngủ. - DT 76m² - Full nội thất. Giá 8 tỷ. - DT 85m² - NT cơ bản. Giá 9,5-10 tỷ. - DT 86m² - full nội thất giá 10,5 tỷ. - DT 92m² - full nội thất giá 12tỷ. LH 0931 288 *** .* Căn 3 phòng ngủ. - DT 109m² - Full NT. Giá 13 tỷ. - DT 120m² - Full NT. Giá 16 tỷ - 22 tỷ tuỳ vào view. LH 0931 288 *** .* Căn 4 ... Trần Trí Dũng Đăng hôm nay 0931 288 *** · Hiện số",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-vinhomes-central-park/ban-gia-tot-nhat-1-2-3-4-pn-day-du-cac-loai-tich-pr41837263
46196204,Palm River - Tại sao nên booking sớm và mua ngay giai đoạn 1,can_ho_chung_cu,"10,7 tỷ",86 m²,,,,,Quận 2 (P. Bình Trưng mới),P. Bình Trưng mới,,16/09/2026,Nguyễn Tiến Phan,batdongsan.com.vn,Quận 2 (P. Bình Trưng mới),,"Palm River - Tại sao nên booking sớm và mua ngay giai đoạn 1 10,7 tỷ · 86 m² · 124,42 tr/m² · 2 · 2 · Quận 2 (P. Bình Trưng mới) Palm River - anh chị nên booking ngay vì:- Ưu tiên chọn căn VVIP, đúng nhu cầu của anh chị khi mở bán.- Toàn dự án chỉ có 620 sản phẩm. Đặc quyền VVIP chọn căn sớm khi mở bán là anh chị đã có rất nhiều lợi thế.- Chính sách Early Bird lên tới 1%.- Tổng ưu đãi lên tới 16,5%. 0901 502 *** - Anh chị liên hệ Phan để Booking ngay nhé.Anh chị nên mua Palm River ngay giai đoạn 1 khi mở bán vì:- Giá bán đợt 1: Sẽ là giá bán nổi bật, các ưu đãi nổi bật cho ... Nguyễn Tiến Phan Đăng hôm nay 0901 502 *** · Hiện số",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-palm-river/tai-sao-nen-booking-som-va-mua-ngay-giai-oan-1-pr46196204
46281908,"Bán rẻ hơn các tầng khác 1 tỷ 2PN Privé giá 8,480 tỷ có thuế VAT và phí bảo trì view thành phố",can_ho_chung_cu,1 tỷ,75 m²,2,,,,Quận 2 (P. Bình Trưng mới),P. Bình Trưng mới,,16/09/2026,Thanh Thảo,batdongsan.com.vn,Quận 2 (P. Bình Trưng mới),,"Bán rẻ hơn các tầng khác 1 tỷ 2PN Privé giá 8,480 tỷ có thuế VAT và phí bảo trì view thành phố 8,48 tỷ · 75 m² · 113,07 tr/m² · 2 · 2 · Quận 2 (P. Bình Trưng mới) Bán rẻ hơn các tầng khác 1 tỷ 2PN Privé giá 8,48 tỷ có thuế VAT và phí bảo trì view thành phố trung tâm thành phố. Tháp 9 sang trọng vượt đẳng cấp, chỉ cần 1 căn tháp 9 là chắc chắn chủ sở hữu sẽ giàu có thịnh vượng. Tầng trên 10. Giá bán 8,480 tỷ có thuế vat và phí bảo trì - thanh toán nhanh. Giá bán 9.630 tỷ có thuế vat và phí bảo trì - thanh toán vay ngân hàng vốn tự có 5,6 tỷ. Giá bán 9,2 tỷ có thuế vat và phí bảo trì - thanh toán mỗi tháng 9... Thanh Thảo Đăng hôm nay 0912 212 *** · Hiện số",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-the-prive/ban-re-hon-cac-tang-khac-1-ty-2pn-gia-8-480-ty-co-thue-vat-va-phi-bao-tri-view-thanh-pho-pr46281908
46249231,Cập nhật giỏ hàng giá tốt (1PN-6tỷ5) (2PN từ 8tỷ) (3PN - 13tỷ5) (4PN - 19tỷ) Vinhomes Central Park,can_ho_chung_cu,8tỷ,85 m²,1,,Tây,,,P. Thạnh Mỹ Tây mới,,16/09/2026,Thành Phạm Vincentral,batdongsan.com.vn,,,"Cập nhật giỏ hàng giá tốt (1PN-6tỷ5) (2PN từ 8tỷ) (3PN - 13tỷ5) (4PN - 19tỷ) Vinhomes Central Park 8,2 tỷ · 85 m² · 96,47 tr/m² · 2 · 2 · Q. Bình Thạnh (P. Thạnh Mỹ Tây mới) Giỏ hàng căn hộ Vinhomes Central Park giá tham khảo tốt trong khu vực 1PN - 2PN - 3PN - 4PN Duplex penthouse. Giá bán & diện tích căn hộ: 1 phòng ngủ: - diện tích (36m² - 55m²). Giá bán chỉ: 6tỷ đến 7tỷ5 full nội thất decor. Tư vấn miễn phí gọi ngay: 0909 638 *** .Căn 2 phòng ngủ. (65m² - 85 - 89m²). Giá bán chỉ: 8tỷ đến 10tỷ (full nội thất decor). Tư vấn miễn phí gọi ngay: 0909 638 *** .Căn 3 phòng ngủ (100m² - 126m²). Giá bán chỉ: 13tỷ9 đến 17tỷ9 (fu... Thành Phạm Vincentral Đăng hôm nay 0909 638 *** · Hiện số",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-vinhomes-central-park/cap-nhat-gio-hang-gia-tot-1pn-6ty5-2pn-tu-8ty-3pn-13ty5-4pn-19ty-park-pr46249231
46245851,Hoàng Real Grand Marina - Nổi bật căn hộ 2PN góc ôm trọn Cầu Ba Son và Sông SG. Giá bán nổi bật,can_ho_chung_cu,"37,8 tỷ","92,61 m²",2,,,,Quận 1 (P. Sài Gòn mới),P. Sài Gòn mới,ĐÃ CÓ SỔ,16/09/2026,Nguyễn Huỳnh Minh Hoàng,batdongsan.com.vn,Quận 1 (P. Sài Gòn mới),,"Hoàng Real Grand Marina - Nổi bật căn hộ 2PN góc ôm trọn Cầu Ba Son và Sông SG. Giá bán nổi bật 37,8 tỷ · 92,61 m² · 408,16 tr/m² · 3 · 2 · Quận 1 (P. Sài Gòn mới) Căn Hộ Thuộc Toà SEA JW Marrott quản lý vận hành, lễ tân 24/7. - Diện tích: 92.61. Thông Thủy: 83,97M2 - Thiết kế: 2PN- 2WC. - Bàn giao: Nội thất cơ bản cao cấp nhập khẩu, tiêu chuẩn khách sạn 5 sao quốc tế Marriott. *** NOTE: NTCB - Full Nội Thất ( Giá bán sẽ thay đổi: Từ 37,8 tỷ = 39 tỷ)Hoàng Real - Nổi bật 1 căn giá bán nổi bật thị trường - Chỉ 37,8 tỷ ( ĐÃ CÓ SỔ)- Tầm View: View ôm trọn sông SG, Bán đảo Thủ Thiêm &trực diện pháo hoa, Cầu Ba ... Nguyễn Huỳnh Minh Hoàng Đăng hôm nay 0914 778 *** · Hiện số",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-grand-marina-saigon/duy-nhat-1-3pn-120m2-truc-dien-song-mua-tu-cdt-ngam-cau-bason-phao-hoa-dip-le-pr46245851
46214581,Vốn 1.2 tỷ - sở hữu ngay căn 2PN view pháo hoa 85m2 tại căn hộ view sông Palm River - CKH lên 17%,can_ho_chung_cu,1.2 tỷ,85 m²,2,36,,,Quận 2 (P. Bình Trưng mới),P. Bình Trưng mới,,16/09/2026,Hương Bùi,batdongsan.com.vn,Quận 2 (P. Bình Trưng mới),,"Vốn 1.2 tỷ - sở hữu ngay căn 2PN view pháo hoa 85m2 tại căn hộ view sông Palm River - CKH lên 17% 12 tỷ · 85 m² · 141,18 tr/m² · 2 · 2 · Quận 2 (P. Bình Trưng mới) Vốn chỉ 1.2 tỷ cho đến 2029 sở hữu ngay 2PN góc cong - chính thức nhận booking Palm River Q2 Liên hệ PKD: 0976 976 *** em Hương (hỗ trợ 24/7). Để xem nhà mẫu, nhận mặt bằng, bảng giá chi tiết, chính sách ưu đãi và tư vấn lựa chọn căn đẹp ạ.Thông tin tổng quan Palm River. - Quy mô: 1,9 ha. (Toàn khu: 30.2ha - cấu trúc đại đô thị). - Quy hoạch: 4 tòa tháp cao 36 tầng nổi, 2 tầng hầm. - Khoảng 620 căn hộ cao cấp; 13 shophouse + 71 officetel. - Loại h... Hương Bùi Đăng hôm nay 0976 976 *** · Hiện số",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-palm-river/mo-ban-ot-1-suat-ngoai-giao-3-mat-view-song-2pn-tu-9-9ty-uu-ai-len-en-17-pr46214581
46303536,"Chính chủ bán căn VIP The Vista An Phú T3 tầng 9, 142,2m2, 3PN, 4WC, sổ hồng, giá 13,6 tỷ",can_ho_chung_cu,"13,6 tỷ","142,2 m²",3,,,,Quận 2 (P. An Khánh mới),P. An Khánh mới,sổ hồng,16/09/2026,Thiên Phong,batdongsan.com.vn,Quận 2 (P. An Khánh mới),,"Chính chủ bán căn VIP The Vista An Phú T3 tầng 9, 142,2m2, 3PN, 4WC, sổ hồng, giá 13,6 tỷ 13,6 tỷ · 142,2 m² · 95,64 tr/m² · 3 · 4 · Quận 2 (P. An Khánh mới) Tôi chính chủ! Cần bán căn hộ The Vista An Phú! Căn VIP view sông, tháp T3, tầng 9 (3-9.02) Diện tích: 142,2m² thiết kế 3PN, 4WC. Pháp lý: Sổ hồng chính chủ. Giá bán: 13,6 tỷ. Không thương lượng. Liên hệ: 0909 891 *** . T Thiên Phong Đăng hôm nay 0909 891 *** · Hiện số",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-an-phu-the-vista-an-phu-11020/chinh-chu-ban-vip-t3-tang-9-142-2m2-3pn-4wc-so-hong-gia-13-6-ty-pr46303536
46308117,Siêu Dòng Tiền! Bán Tòa CHDV 27PN Lê Quang Định B.Thạnh - 43 Tỷ - 0919 788 ***,chung_cu_mini_can_ho_dich_vu,43 Tỷ,"164,9 m²",27,5,,,,P. Gia Định mới,,16/09/2026,,batdongsan.com.vn,,,"Siêu Dòng Tiền! Bán Tòa CHDV 27PN Lê Quang Định B.Thạnh - 43 Tỷ - 0919 788 *** 43 tỷ · 164,9 m² · 260,76 tr/m² · 27 · 29 Q. Bình Thạnh (P. Gia Định mới) Siêu Dòng Tiền! Bán Tòa CHDV 27PN Lê Quang Định B.Thạnh - 43 Tỷ - 0919 788 *** + Địa chỉ: Hẻm Ô Tô 199 Lê Quang Định, Phường 7, Quận Bình Thạnh. + Diện tích: 8 x 21m. Khuôn đất bề thế, rộng rãi với tổng diện tích công nhận lên tới 164.9m². + Kết cấu: Hầm + 5 Tầng + Sân Thượng. Thiết kế hiện đại, kiên cố, tối ưu hóa công năng cho mô hình kinh doanh căn hộ dịch vụ. + Quy mô & Dòng tiền: Tòa nhà bao gồm 27 phòng. Đang khai thác sẵn dòng tiền 184 Tri... Đăng hôm nay",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-le-quang-dinh-phuong-7-9-66/sieu-dong-tien-ban-toa-chdv-27pn-inh-b-thanh-43-ty-pr46308117
46306913,"Dòng tiền 450 Tr/Tháng - 5,4 tỷ/năm ~ 10%/năm - Toà CHDV góc 2 mặt tiền đối diện Đại học Văn Lang",chung_cu_mini_can_ho_dich_vu,"5,4 tỷ",275 m²,,,,,,P. Bình Lợi Trung mới,,16/09/2026,nguyễn văn kháng,batdongsan.com.vn,,,"Dòng tiền 450 Tr/Tháng - 5,4 tỷ/năm ~ 10%/năm - Toà CHDV góc 2 mặt tiền đối diện Đại học Văn Lang 57 tỷ · 275 m² · 207,27 tr/m² · 45 · 46 Q. Bình Thạnh (P. Bình Lợi Trung mới) Tin thật 100% Dòng tiền 450 Tr/Tháng - 5,4 tỷ/năm ~ 10%/năm - Toà CHDV góc 2 mặt tiền đối diện ĐẠI HỌC VĂN LANG Diện tích: 12m x 25m Tổng DT sàn ~1.500m² Kết cấu: Hầm, 1 Trệt, 7 Lầu, 2 Sân thượng Thang máy 1.000kg HĐT: ~ 450 triệu/tháng - Doanh thu hơn 5,4 tỷ/nămGiá: 57 TỷLiên hệ: 0913 083 *** - Mr.Kháng nguyễn văn kháng Đăng hôm nay",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-dang-thuy-tram-phuong-13-7-66/dong-tien-450-tr-thang-5-4-ty-nam-10-nam-toa-chdv-goc-2-mat-tien-oi-dien-ai-hoc-van-lang-pr46306913
46304841,Căn hộ studio tuy nhỏ nhưng đầy đủ công năng,chung_cu_mini_can_ho_dich_vu,"1,5 tỷ",35 m²,,,,,,,,16/09/2026,,batdongsan.com.vn,,,"Căn hộ studio tuy nhỏ nhưng đầy đủ công năng 1,5 tỷ · 35 m² · 42,86 tr/m² · 1 · 1 H. Bình Chánh (X. Bình Lợi mới) Đăng hôm nay",,16/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-tran-van-giau-xa-binh-loi-1-72/stuio-tuy-nho-nhung-ay-u-cong-nang-pr46304841
46301933,"Chính chủ cần bán gấp nhà riêng, vào ở luôn, pháp lý sạch 100%",chung_cu_mini_can_ho_dich_vu,"1,8 tỷ",63 m²,,,,,,,,15/09/2026,,batdongsan.com.vn,,,"Chính chủ cần bán gấp nhà riêng, vào ở luôn, pháp lý sạch 100% 1,8 tỷ · 63 m² · 28,57 tr/m² · 2 · 1 H. Bình Chánh (X. Bình Hưng mới) Đăng hôm qua",,15/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-pham-van-hai-xa-phong-phu-4-72/chinh-chu-ban-gap-nha-rieng-vao-o-luon-phap-ly-sach-100-pr46301933
46294827,"Hàng ngộp! CHDV khu ĐH HUTECH 12,8 tỷ (18 phòng) 90m2, đang full phòng",chung_cu_mini_can_ho_dich_vu,"12,8 tỷ",90 m²,,,Tây,,,P. Thạnh Mỹ Tây mới,,14/09/2026,,batdongsan.com.vn,,,"Hàng ngộp! CHDV khu ĐH HUTECH 12,8 tỷ (18 phòng) 90m2, đang full phòng Giá thỏa thuận · 90 m² · 18 · 18 Q. Bình Thạnh (P. Thạnh Mỹ Tây mới) Đăng 2 ngày trước",,14/09/2026,,https://batdongsan.com.vn/ban-can-ho-chung-cu-mini-duong-vo-oanh-phuong-25-66/hang-ngop-chdv-khu-h-hutech-12-8-ty-18-phong-90m2-ang-full-phong-pr46294827
